Country,Code,Year,Internet_Users_Percent,Region,IncomeGroup
Bhutan,BTN,2018,63.48680115,South Asia,Lower middle income
Botswana,BWA,2018,46.12509918,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,2018,5.099999905,Sub-Saharan Africa,Low income
Canada,CAN,2018,94.64,North America,High income
Switzerland,CHE,2018,91.80000305,Europe & Central Asia,High income
Chile,CHL,2018,84.90000153,Latin America & Caribbean,High income
China,CHN,2018,65.35839844,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2018,37.54653613,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2018,29.70000076,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2018,11.69999981,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,2018,11.8071003,Sub-Saharan Africa,Lower middle income
Colombia,COL,2018,64.12637682,Latin America & Caribbean,Upper middle income
Cabo Verde,CPV,2018,59.5,Sub-Saharan Africa,Upper middle income
Costa Rica,CRI,2018,73.47972844,Latin America & Caribbean,High income
Cuba,CUB,2018,62.67892362,Latin America & Caribbean,Upper middle income
Cyprus,CYP,2018,84.43358252,Europe & Central Asia,High income
Czechia,CZE,2018,80.68816754,Europe & Central Asia,High income
Germany,DEU,2018,87.03711209,Europe & Central Asia,High income
Djibouti,DJI,2018,57.06169891,Middle East & North Africa,Lower middle income
Denmark,DNK,2018,97.31920437,Europe & Central Asia,High income
Dominican Republic,DOM,2018,74.82204836,Latin America & Caribbean,Upper middle income
Algeria,DZA,2018,49.03846808,Middle East & North Africa,Upper middle income
Ecuador,ECU,2018,57.5,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2018,46.92433677,Middle East & North Africa,Lower middle income
Eritrea,ERI,2018,5.293000221,Sub-Saharan Africa,Low income
Spain,ESP,2018,86.10723553,Europe & Central Asia,High income
Estonia,EST,2018,89.35700777,Europe & Central Asia,High income
Ethiopia,ETH,2018,15.88619995,Sub-Saharan Africa,
Finland,FIN,2018,88.88996,Europe & Central Asia,High income
Fiji,FJI,2018,58.2364006,East Asia & Pacific,Upper middle income
France,FRA,2018,82.04318678,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2018,36.61460114,East Asia & Pacific,Lower middle income
Gabon,GAB,2018,55.42020035,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2018,90.69200899,Europe & Central Asia,High income
Georgia,GEO,2018,62.7179082,Europe & Central Asia,Upper middle income
Ghana,GHA,2018,43.0,Sub-Saharan Africa,Lower middle income
Guinea,GIN,2018,21.83002304,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,2018,28.30900002,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,2018,15.69999981,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2018,29.39999962,Sub-Saharan Africa,Upper middle income
Greece,GRC,2018,72.23837339,Europe & Central Asia,High income
Grenada,GRD,2018,61.42459869,Latin America & Caribbean,Upper middle income
Guatemala,GTM,2018,41.5,Latin America & Caribbean,Upper middle income
Guyana,GUY,2018,48.59889984,Latin America & Caribbean,High income
"Hong Kong SAR, China",HKG,2018,90.50739533,East Asia & Pacific,High income
Honduras,HND,2018,36.04006082,Latin America & Caribbean,Lower middle income
Croatia,HRV,2018,75.29462599,Europe & Central Asia,High income
Haiti,HTI,2018,32.47362713,Latin America & Caribbean,Lower middle income
Hungary,HUN,2018,76.07436064,Europe & Central Asia,High income
Indonesia,IDN,2018,39.90463864,East Asia & Pacific,Upper middle income
India,IND,2018,20.08130004,South Asia,Lower middle income
Ireland,IRL,2018,87.00014011,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2018,70.200565,Middle East & North Africa,Upper middle income
Iraq,IRQ,2018,33.92810059,Middle East & North Africa,Upper middle income
Iceland,ISL,2018,99.01095399,Europe & Central Asia,High income
Israel,ISR,2018,83.73315696,Middle East & North Africa,High income
Italy,ITA,2018,74.38718292,Europe & Central Asia,High income
Jamaica,JAM,2018,68.21451709,Latin America & Caribbean,Upper middle income
Jordan,JOR,2018,65.2,Middle East & North Africa,Lower middle income
Japan,JPN,2018,88.74635089,East Asia & Pacific,High income
Kazakhstan,KAZ,2018,78.90391906,Europe & Central Asia,Upper middle income
Kenya,KEN,2018,19.5,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2018,62.8,Europe & Central Asia,Lower middle income
Cambodia,KHM,2018,65.0,East Asia & Pacific,Lower middle income
Kiribati,KIR,2018,32.9864006,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2018,68.60479736,Latin America & Caribbean,High income
"Korea, Rep.",KOR,2018,96.02285958,East Asia & Pacific,High income
Kuwait,KWT,2018,99.59884959,Middle East & North Africa,High income
Lao PDR,LAO,2018,36.27130127,East Asia & Pacific,Lower middle income
Lebanon,LBN,2018,80.90000153,Middle East & North Africa,Lower middle income
Liberia,LBR,2018,17.27770042,Sub-Saharan Africa,Low income
Libya,LBY,2018,47.5,Middle East & North Africa,Upper middle income
St. Lucia,LCA,2018,60.11259842,Latin America & Caribbean,Upper middle income
Sri Lanka,LKA,2018,28.33620071,South Asia,Lower middle income
Lesotho,LSO,2018,40.79999924,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,2018,79.72258277,Europe & Central Asia,High income
Luxembourg,LUX,2018,97.06129871,Europe & Central Asia,High income
Latvia,LVA,2018,83.57717486,Europe & Central Asia,High income
"Macao SAR, China",MAC,2018,83.79408961,East Asia & Pacific,High income
Morocco,MAR,2018,64.80386519,Middle East & North Africa,Lower middle income
Moldova,MDA,2018,72.54239655,Europe & Central Asia,Upper middle income
Madagascar,MDG,2018,7.747799873,Sub-Saharan Africa,Low income
Maldives,MDV,2018,70.93689728,South Asia,Upper middle income
Mexico,MEX,2018,56.6595668,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,2018,43.88249969,East Asia & Pacific,Upper middle income
North Macedonia,MKD,2018,79.16775519,Europe & Central Asia,Upper middle income
Mali,MLI,2018,21.39999962,Sub-Saharan Africa,Low income
Malta,MLT,2018,81.65804429,Middle East & North Africa,High income
Myanmar,MMR,2018,29.37899971,East Asia & Pacific,Lower middle income
Montenegro,MNE,2018,71.51710049,Europe & Central Asia,Upper middle income
Mongolia,MNG,2018,47.13000188,East Asia & Pacific,Upper middle income
Mozambique,MOZ,2018,10.89999962,Sub-Saharan Africa,Low income
Mauritania,MRT,2018,22.96699905,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,2018,58.5961697,Sub-Saharan Africa,Upper middle income
Malawi,MWI,2018,8.798299789,Sub-Saharan Africa,Low income
Malaysia,MYS,2018,81.20104862,East Asia & Pacific,Upper middle income
Namibia,NAM,2018,42.8207016,Sub-Saharan Africa,Lower middle income
Niger,NER,2018,10.74180031,Sub-Saharan Africa,Low income
Nigeria,NGA,2018,27.74370003,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2018,33.9129982,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2018,91.89189189,Europe & Central Asia,High income
Norway,NOR,2018,96.49165799,Europe & Central Asia,High income
Nepal,NPL,2018,28.60000038,South Asia,Lower middle income
New Zealand,NZL,2018,89.0,East Asia & Pacific,High income
Oman,OMN,2018,85.5,Middle East & North Africa,High income
Pakistan,PAK,2018,15.34000015,Middle East & North Africa,Lower middle income
Panama,PAN,2018,61.80553132,Latin America & Caribbean,High income
Peru,PER,2018,55.05433424,Latin America & Caribbean,Upper middle income
Philippines,PHL,2018,44.09999847,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,2018,12.35789967,East Asia & Pacific,Lower middle income
Poland,POL,2018,77.54173454,Europe & Central Asia,High income
Puerto Rico (US),PRI,2018,70.85639974,Latin America & Caribbean,High income
Portugal,PRT,2018,74.66096815,Europe & Central Asia,High income
Paraguay,PRY,2018,64.99354302,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2018,64.39999371,Middle East & North Africa,Lower middle income
Qatar,QAT,2018,99.65284913,Middle East & North Africa,High income
Romania,ROU,2018,70.68127793,Europe & Central Asia,High income
Russian Federation,RUS,2018,80.86472187,Europe & Central Asia,High income
Rwanda,RWA,2018,19.16659927,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,2018,93.31000185,Middle East & North Africa,High income
Senegal,SEN,2018,35.29999924,Sub-Saharan Africa,Lower middle income
Singapore,SGP,2018,88.16563603,East Asia & Pacific,High income
Solomon Islands,SLB,2018,20.8593998,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,2018,14.42230034,Sub-Saharan Africa,Low income
El Salvador,SLV,2018,43.79999924,Latin America & Caribbean,Upper middle income
Serbia,SRB,2018,73.36070915,Europe & Central Asia,Upper middle income
South Sudan,SSD,2018,4.800000191,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,2018,37.99380112,Sub-Saharan Africa,Lower middle income
Suriname,SUR,2018,55.10210037,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,2018,80.44892248,Europe & Central Asia,High income
Slovenia,SVN,2018,79.7499766,Europe & Central Asia,High income
Sweden,SWE,2018,89.24696316,Europe & Central Asia,High income
Eswatini,SWZ,2018,39.38100052,Sub-Saharan Africa,Lower middle income
Seychelles,SYC,2018,69.23660278,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,2018,33.77000046,Middle East & North Africa,Low income
Chad,TCD,2018,6.956299782,Sub-Saharan Africa,Low income
Togo,TGO,2018,15.5,Sub-Saharan Africa,Low income
Thailand,THA,2018,56.81748093,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2018,32.59999847,Europe & Central Asia,Lower middle income
Timor-Leste,TLS,2018,27.60000038,East Asia & Pacific,Lower middle income
Tonga,TON,2018,48.80789948,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,2018,72.76029968,Latin America & Caribbean,High income
Tunisia,TUN,2018,64.19081023,Middle East & North Africa,Lower middle income
Turkiye,TUR,2018,71.04276084,Europe & Central Asia,Upper middle income
Tanzania,TZA,2018,15.49069977,Sub-Saharan Africa,Lower middle income
Uganda,UGA,2018,9.326299667,Sub-Saharan Africa,Low income
Ukraine,UKR,2018,62.55315539,Europe & Central Asia,Upper middle income
Uruguay,URY,2018,80.72684288,Latin America & Caribbean,High income
United States,USA,2018,88.49890317,North America,High income
Uzbekistan,UZB,2018,55.20000067,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,2018,56.0,Latin America & Caribbean,Upper middle income
Viet Nam,VNM,2018,69.84792868,East Asia & Pacific,Lower middle income
Kosovo,XKX,2018,89.44303197,Europe & Central Asia,Upper middle income
South Africa,ZAF,2018,62.40000153,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,2018,14.2999971,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,2018,25.0,Sub-Saharan Africa,Lower middle income
Afghanistan,AFG,2019,17.60000038,Middle East & North Africa,Low income
Angola,AGO,2019,32.12939835,Sub-Saharan Africa,Lower middle income
Albania,ALB,2019,68.55039112,Europe & Central Asia,Upper middle income
Andorra,AND,2019,90.71869659,Europe & Central Asia,High income
United Arab Emirates,ARE,2019,99.14999796,Middle East & North Africa,High income
Argentina,ARG,2019,79.94695203,Latin America & Caribbean,Upper middle income
Armenia,ARM,2019,66.54394969,Europe & Central Asia,Upper middle income
Antigua and Barbuda,ATG,2019,71.09259796,Latin America & Caribbean,High income
Australia,AUS,2019,93.60990143,East Asia & Pacific,High income
Austria,AUT,2019,87.75220479,Europe & Central Asia,High income
Azerbaijan,AZE,2019,81.09999907,Europe & Central Asia,Upper middle income
Burundi,BDI,2019,6.072199821,Sub-Saharan Africa,Low income
Belgium,BEL,2019,90.27542801,Europe & Central Asia,High income
Benin,BEN,2019,20.50099945,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,2019,9.27180601,Sub-Saharan Africa,Low income
Bangladesh,BGD,2019,30.38310051,South Asia,Lower middle income
Bulgaria,BGR,2019,67.94698094,Europe & Central Asia,High income
Bahrain,BHR,2019,99.70150438,Middle East & North Africa,High income
"Bahamas, The",BHS,2019,90.69329834,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,2019,69.94634763,Europe & Central Asia,Upper middle income
Belarus,BLR,2019,82.78915209,Europe & Central Asia,Upper middle income
Belize,BLZ,2019,58.76520157,Latin America & Caribbean,Upper middle income
Bolivia,BOL,2019,47.47481911,Latin America & Caribbean,Lower middle income
Brazil,BRA,2019,73.91243991,Latin America & Caribbean,Upper middle income
Barbados,BRB,2019,70.30709839,Latin America & Caribbean,High income
Brunei Darussalam,BRN,2019,95.0,East Asia & Pacific,High income
Bhutan,BTN,2019,74.17939758,South Asia,Lower middle income
Botswana,BWA,2019,48.82279968,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,2019,7.509200096,Sub-Saharan Africa,Low income
Canada,CAN,2019,91.91290283,North America,High income
Switzerland,CHE,2019,93.14608695,Europe & Central Asia,High income
Chile,CHL,2019,85.01760101,Latin America & Caribbean,High income
China,CHN,2019,64.0808813,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2019,36.28895457,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2019,36.53919983,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2019,13.02970028,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,2019,16.11639977,Sub-Saharan Africa,Lower middle income
Colombia,COL,2019,65.00690072,Latin America & Caribbean,Upper middle income
Comoros,COM,2019,16.38380051,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,2019,61.94339776,Sub-Saharan Africa,Upper middle income
Costa Rica,CRI,2019,81.20259644,Latin America & Caribbean,High income
Cuba,CUB,2019,67.97080866,Latin America & Caribbean,Upper middle income
Cyprus,CYP,2019,86.06362996,Europe & Central Asia,High income
Czechia,CZE,2019,80.86694441,Europe & Central Asia,High income
Germany,DEU,2019,88.13451691,Europe & Central Asia,High income
Djibouti,DJI,2019,58.4762001,Middle East & North Africa,Lower middle income
Dominica,DMA,2019,73.38200378,Latin America & Caribbean,Upper middle income
Denmark,DNK,2019,98.04643475,Europe & Central Asia,High income
Dominican Republic,DOM,2019,79.71549988,Latin America & Caribbean,Upper middle income
Algeria,DZA,2019,55.79069901,Middle East & North Africa,Upper middle income
Ecuador,ECU,2019,59.2,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2019,57.2828664,Middle East & North Africa,Lower middle income
Eritrea,ERI,2019,11.22379971,Sub-Saharan Africa,Low income
Spain,ESP,2019,90.71866533,Europe & Central Asia,High income
Estonia,EST,2019,90.2289282,Europe & Central Asia,High income
Ethiopia,ETH,2019,15.98460007,Sub-Saharan Africa,
Finland,FIN,2019,89.60738511,Europe & Central Asia,High income
Fiji,FJI,2019,63.21789932,East Asia & Pacific,Upper middle income
France,FRA,2019,83.33974409,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2019,37.97370148,East Asia & Pacific,Lower middle income
Gabon,GAB,2019,59.51760101,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2019,92.51662855,Europe & Central Asia,High income
Georgia,GEO,2019,68.84671356,Europe & Central Asia,Upper middle income
Ghana,GHA,2019,22.0732,Sub-Saharan Africa,Lower middle income
Guinea,GIN,2019,23.89049911,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,2019,31.11829948,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,2019,17.92149925,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2019,49.13370132,Sub-Saharan Africa,Upper middle income
Greece,GRC,2019,75.67120669,Europe & Central Asia,High income
Grenada,GRD,2019,64.31279755,Latin America & Caribbean,Upper middle income
Guatemala,GTM,2019,44.40104984,Latin America & Caribbean,Upper middle income
Guyana,GUY,2019,55.31269836,Latin America & Caribbean,High income
"Hong Kong SAR, China",HKG,2019,91.74340039,East Asia & Pacific,High income
Honduras,HND,2019,39.38835219,Latin America & Caribbean,Lower middle income
Croatia,HRV,2019,79.07978368,Europe & Central Asia,High income
Haiti,HTI,2019,35.76409912,Latin America & Caribbean,Lower middle income
Hungary,HUN,2019,80.37169361,Europe & Central Asia,High income
Indonesia,IDN,2019,47.69064898,East Asia & Pacific,Upper middle income
India,IND,2019,29.52350044,South Asia,Lower middle income
Ireland,IRL,2019,87.00005524,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2019,72.45090477,Middle East & North Africa,Upper middle income
Iraq,IRQ,2019,44.32634655,Middle East & North Africa,Upper middle income
Iceland,ISL,2019,99.50494117,Europe & Central Asia,High income
Israel,ISR,2019,86.78787762,Middle East & North Africa,High income
Italy,ITA,2019,67.85071029,Europe & Central Asia,High income
Jamaica,JAM,2019,70.84101697,Latin America & Caribbean,Upper middle income
Jordan,JOR,2019,70.08470154,Middle East & North Africa,Lower middle income
Japan,JPN,2019,92.73039781,East Asia & Pacific,High income
Kazakhstan,KAZ,2019,81.87762047,Europe & Central Asia,Upper middle income
Kenya,KEN,2019,22.66877336,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2019,64.1,Europe & Central Asia,Lower middle income
Cambodia,KHM,2019,52.30587822,East Asia & Pacific,Lower middle income
Kiribati,KIR,2019,41.79299927,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2019,69.43499756,Latin America & Caribbean,High income
"Korea, Rep.",KOR,2019,96.15757918,East Asia & Pacific,High income
Kuwait,KWT,2019,99.54267645,Middle East & North Africa,High income
Lao PDR,LAO,2019,47.03229904,East Asia & Pacific,Lower middle income
Lebanon,LBN,2019,81.48120117,Middle East & North Africa,Lower middle income
Liberia,LBR,2019,19.89579964,Sub-Saharan Africa,Low income
Libya,LBY,2019,71.40409851,Middle East & North Africa,Upper middle income
St. Lucia,LCA,2019,61.08050156,Latin America & Caribbean,Upper middle income
Liechtenstein,LIE,2019,93.14610291,Europe & Central Asia,High income
Sri Lanka,LKA,2019,32.02090073,South Asia,Lower middle income
Lesotho,LSO,2019,42.30173357,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,2019,81.58186838,Europe & Central Asia,High income
Luxembourg,LUX,2019,97.12063569,Europe & Central Asia,High income
Latvia,LVA,2019,86.13545644,Europe & Central Asia,High income
"Macao SAR, China",MAC,2019,86.46792571,East Asia & Pacific,High income
Morocco,MAR,2019,84.12036305,Middle East & North Africa,Lower middle income
Monaco,MCO,2019,98.0,Europe & Central Asia,High income
Moldova,MDA,2019,73.32610321,Europe & Central Asia,Upper middle income
Madagascar,MDG,2019,9.379400253,Sub-Saharan Africa,Low income
Maldives,MDV,2019,77.46970367,South Asia,Upper middle income
Mexico,MEX,2019,69.63210927,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,2019,49.75749969,East Asia & Pacific,Upper middle income
North Macedonia,MKD,2019,81.41288276,Europe & Central Asia,Upper middle income
Mali,MLI,2019,24.96030045,Sub-Saharan Africa,Low income
Malta,MLT,2019,85.77859638,Middle East & North Africa,High income
Myanmar,MMR,2019,36.54050064,East Asia & Pacific,Lower middle income
Montenegro,MNE,2019,73.47666575,Europe & Central Asia,Upper middle income
Mongolia,MNG,2019,51.07999408,East Asia & Pacific,Upper middle income
Mozambique,MOZ,2019,12.47929955,Sub-Saharan Africa,Low income
Mauritania,MRT,2019,25.0977993,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,2019,61.72995515,Sub-Saharan Africa,Upper middle income
Malawi,MWI,2019,11.05860043,Sub-Saharan Africa,Low income
Malaysia,MYS,2019,84.18714501,East Asia & Pacific,Upper middle income
Namibia,NAM,2019,49.77590179,Sub-Saharan Africa,Lower middle income
Niger,NER,2019,11.28549957,Sub-Saharan Africa,Low income
Nigeria,NGA,2019,29.74410057,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2019,39.01079941,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2019,93.2885906,Europe & Central Asia,High income
Norway,NOR,2019,98.00000439,Europe & Central Asia,High income
Nepal,NPL,2019,33.33660126,South Asia,Lower middle income
Nauru,NRU,2019,74.73789978,East Asia & Pacific,High income
New Zealand,NZL,2019,89.86370087,East Asia & Pacific,High income
Oman,OMN,2019,90.25939941,Middle East & North Africa,High income
Pakistan,PAK,2019,17.07090172,Middle East & North Africa,Lower middle income
Panama,PAN,2019,63.62841477,Latin America & Caribbean,High income
Peru,PER,2019,59.9505036,Latin America & Caribbean,Upper middle income
Philippines,PHL,2019,43.02661187,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,2019,13.62419987,East Asia & Pacific,Lower middle income
Poland,POL,2019,80.43590688,Europe & Central Asia,High income
Puerto Rico (US),PRI,2019,77.73643937,Latin America & Caribbean,High income
Portugal,PRT,2019,75.34637794,Europe & Central Asia,High income
Paraguay,PRY,2019,68.51762842,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2019,70.6225837,Middle East & North Africa,Lower middle income
Qatar,QAT,2019,99.65280421,Middle East & North Africa,High income
Romania,ROU,2019,73.65747575,Europe & Central Asia,High income
Russian Federation,RUS,2019,82.64216187,Europe & Central Asia,High income
Rwanda,RWA,2019,21.3579998,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,2019,95.7247356,Middle East & North Africa,High income
Senegal,SEN,2019,43.37969971,Sub-Saharan Africa,Lower middle income
Singapore,SGP,2019,88.94925269,East Asia & Pacific,High income
Solomon Islands,SLB,2019,22.48880005,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,2019,15.71370029,Sub-Saharan Africa,Low income
El Salvador,SLV,2019,50.49119407,Latin America & Caribbean,Upper middle income
San Marino,SMR,2019,67.85070038,Europe & Central Asia,High income
"Somalia, Fed. Rep.",SOM,2019,2.731400013,Sub-Saharan Africa,Low income
Serbia,SRB,2019,77.41677362,Europe & Central Asia,Upper middle income
South Sudan,SSD,2019,6.671000004,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,2019,44.25790024,Sub-Saharan Africa,Lower middle income
Suriname,SUR,2019,62.03350067,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,2019,82.8536605,Europe & Central Asia,High income
Slovenia,SVN,2019,83.1083578,Europe & Central Asia,High income
Sweden,SWE,2019,94.49344341,Europe & Central Asia,High income
Eswatini,SWZ,2019,43.93389893,Sub-Saharan Africa,Lower middle income
Seychelles,SYC,2019,76.63420105,Sub-Saharan Africa,High income
Chad,TCD,2019,7.618199825,Sub-Saharan Africa,Low income
Togo,TGO,2019,20.72730064,Sub-Saharan Africa,Low income
Thailand,THA,2019,66.65241946,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2019,22.68630028,Europe & Central Asia,Lower middle income
Timor-Leste,TLS,2019,28.00460052,East Asia & Pacific,Lower middle income
Tonga,TON,2019,51.56299973,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,2019,74.98670197,Latin America & Caribbean,High income
Tunisia,TUN,2019,66.6999983,Middle East & North Africa,Lower middle income
Turkiye,TUR,2019,73.97670229,Europe & Central Asia,Upper middle income
Tanzania,TZA,2019,16.59090042,Sub-Saharan Africa,Lower middle income
Uganda,UGA,2019,11.72579956,Sub-Saharan Africa,Low income
Ukraine,UKR,2019,70.1248443,Europe & Central Asia,Upper middle income
Uruguay,URY,2019,83.35153377,Latin America & Caribbean,High income
United States,USA,2019,89.43028486,North America,High income
Uzbekistan,UZB,2019,70.39999865,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,2019,59.57630157,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,2019,49.05009842,Latin America & Caribbean,
Viet Nam,VNM,2019,68.66158021,East Asia & Pacific,Lower middle income
"Yemen, Rep.",YEM,2019,17.49099922,Middle East & North Africa,Low income
South Africa,ZAF,2019,69.69689941,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,2019,14.47189999,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,2019,26.5883007,Sub-Saharan Africa,Lower middle income
Afghanistan,AFG,2020,17.04850006,Middle East & North Africa,Low income
Angola,AGO,2020,33.32089996,Sub-Saharan Africa,Lower middle income
Albania,ALB,2020,72.23767711,Europe & Central Asia,Upper middle income
Andorra,AND,2020,93.20570374,Europe & Central Asia,High income
United Arab Emirates,ARE,2020,100.0,Middle East & North Africa,High income
Argentina,ARG,2020,85.51438646,Latin America & Caribbean,Upper middle income
Armenia,ARM,2020,76.50770055,Europe & Central Asia,Upper middle income
Antigua and Barbuda,ATG,2020,71.36840057,Latin America & Caribbean,High income
Australia,AUS,2020,94.6934967,East Asia & Pacific,High income
Austria,AUT,2020,87.52942813,Europe & Central Asia,High income
Azerbaijan,AZE,2020,84.59999573,Europe & Central Asia,Upper middle income
Burundi,BDI,2020,6.430099964,Sub-Saharan Africa,Low income
Belgium,BEL,2020,91.52641629,Europe & Central Asia,High income
Benin,BEN,2020,22.12059975,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,2020,12.97319984,Sub-Saharan Africa,Low income
Bangladesh,BGD,2020,36.10910034,South Asia,Lower middle income
Bulgaria,BGR,2020,70.16248359,Europe & Central Asia,High income
Bahrain,BHR,2020,99.67103159,Middle East & North Africa,High income
"Bahamas, The",BHS,2020,92.4437027,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,2020,73.21175294,Europe & Central Asia,Upper middle income
Belarus,BLR,2020,85.08791245,Europe & Central Asia,Upper middle income
Belize,BLZ,2020,64.43589783,Latin America & Caribbean,Upper middle income
Bolivia,BOL,2020,59.94010155,Latin America & Caribbean,Lower middle income
Brazil,BRA,2020,81.34269353,Latin America & Caribbean,Upper middle income
Barbados,BRB,2020,69.89009857,Latin America & Caribbean,High income
Brunei Darussalam,BRN,2020,96.30549622,East Asia & Pacific,High income
Bhutan,BTN,2020,76.85079956,South Asia,Lower middle income
Botswana,BWA,2020,51.67819977,Sub-Saharan Africa,Upper middle income
Canada,CAN,2020,92.3,North America,High income
Switzerland,CHE,2020,94.34999847,Europe & Central Asia,High income
Chile,CHL,2020,87.45929718,Latin America & Caribbean,High income
China,CHN,2020,70.05275998,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2020,36.01660156,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2020,37.69749832,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2020,14.51049995,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,2020,21.99850082,Sub-Saharan Africa,Lower middle income
Colombia,COL,2020,69.79533474,Latin America & Caribbean,Upper middle income
Comoros,COM,2020,22.42040062,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,2020,69.37339783,Sub-Saharan Africa,Upper middle income
Costa Rica,CRI,2020,80.53018608,Latin America & Caribbean,High income
Cuba,CUB,2020,71.11907507,Latin America & Caribbean,Upper middle income
Cyprus,CYP,2020,90.80194644,Europe & Central Asia,High income
Czechia,CZE,2020,81.33889705,Europe & Central Asia,High income
Germany,DEU,2020,89.81294133,Europe & Central Asia,High income
Djibouti,DJI,2020,59.92570114,Middle East & North Africa,Lower middle income
Dominica,DMA,2020,75.65670013,Latin America & Caribbean,Upper middle income
Denmark,DNK,2020,96.54914573,Europe & Central Asia,High income
Dominican Republic,DOM,2020,81.61730194,Latin America & Caribbean,Upper middle income
Algeria,DZA,2020,63.47269821,Middle East & North Africa,Upper middle income
Ecuador,ECU,2020,70.7,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2020,71.91420096,Middle East & North Africa,Lower middle income
Eritrea,ERI,2020,14.34939957,Sub-Saharan Africa,Low income
Spain,ESP,2020,93.20564892,Europe & Central Asia,High income
Estonia,EST,2020,89.05828666,Europe & Central Asia,High income
Ethiopia,ETH,2020,16.06959915,Sub-Saharan Africa,
Finland,FIN,2020,92.17027106,Europe & Central Asia,High income
